"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 15 21:40:51 GMT 2022","Tue Mar 15 21:40:52 GMT 2022","798","chromium","tests/test.spec.ts","","","","basic test",""
