"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 15 21:16:55 GMT 2022","Tue Mar 15 21:16:56 GMT 2022","867","chromium","tests/test.spec.ts","","","","basic test",""
